"","Quarter","Region","State","Purpose","Trips"
"14033",2010-01-01,"Mackay","Queensland","Business",116.6958799
"14034",2010-04-01,"Mackay","Queensland","Business",32.2884966
"14035",2010-07-01,"Mackay","Queensland","Business",74.009346
"14036",2010-10-01,"Mackay","Queensland","Business",69.7424329
"14037",2011-01-01,"Mackay","Queensland","Business",26.6725584
"14038",2011-04-01,"Mackay","Queensland","Business",43.6596683
"14039",2011-07-01,"Mackay","Queensland","Business",73.7773408
"14040",2011-10-01,"Mackay","Queensland","Business",50.8412219
"14041",2012-01-01,"Mackay","Queensland","Business",49.1954565
"14042",2012-04-01,"Mackay","Queensland","Business",57.3825951
"14043",2012-07-01,"Mackay","Queensland","Business",42.4673792
"14044",2012-10-01,"Mackay","Queensland","Business",127.1078383
"14045",2013-01-01,"Mackay","Queensland","Business",63.4326607
"14046",2013-04-01,"Mackay","Queensland","Business",76.7339523
"14047",2013-07-01,"Mackay","Queensland","Business",76.2277865
"14048",2013-10-01,"Mackay","Queensland","Business",63.1819305
"14049",2014-01-01,"Mackay","Queensland","Business",76.2603873
"14050",2014-04-01,"Mackay","Queensland","Business",126.0217135
"14051",2014-07-01,"Mackay","Queensland","Business",111.7612079
"14052",2014-10-01,"Mackay","Queensland","Business",142.1348482
"14053",2015-01-01,"Mackay","Queensland","Business",108.4966319
"14054",2015-04-01,"Mackay","Queensland","Business",149.1224292
"14055",2015-07-01,"Mackay","Queensland","Business",89.2227988
"14056",2015-10-01,"Mackay","Queensland","Business",67.557488
"14057",2016-01-01,"Mackay","Queensland","Business",96.0284463
"14058",2016-04-01,"Mackay","Queensland","Business",101.8347645
"14059",2016-07-01,"Mackay","Queensland","Business",91.5108401
"14060",2016-10-01,"Mackay","Queensland","Business",128.858649
"14061",1998-01-01,"Mackay","Queensland","Holiday",56.9825955
"14062",1998-04-01,"Mackay","Queensland","Holiday",44.2801503
"14063",1998-07-01,"Mackay","Queensland","Holiday",48.4801599
"14064",1998-10-01,"Mackay","Queensland","Holiday",68.9390059
"14065",1999-01-01,"Mackay","Queensland","Holiday",42.0193319
"14066",1999-04-01,"Mackay","Queensland","Holiday",71.2948359
"14067",1999-07-01,"Mackay","Queensland","Holiday",98.413537
"14068",1999-10-01,"Mackay","Queensland","Holiday",37.2260106
"14069",2000-01-01,"Mackay","Queensland","Holiday",33.9087519
"14070",2000-04-01,"Mackay","Queensland","Holiday",50.8798401
"14071",2000-07-01,"Mackay","Queensland","Holiday",45.8386658
"14072",2000-10-01,"Mackay","Queensland","Holiday",46.2587669
"14073",2001-01-01,"Mackay","Queensland","Holiday",25.0785871
"14074",2001-04-01,"Mackay","Queensland","Holiday",67.054047
"14075",2001-07-01,"Mackay","Queensland","Holiday",126.2044172
"14076",2001-10-01,"Mackay","Queensland","Holiday",43.9326657
"14077",2002-01-01,"Mackay","Queensland","Holiday",33.0346937
"14078",2002-04-01,"Mackay","Queensland","Holiday",54.3757358
"14079",2002-07-01,"Mackay","Queensland","Holiday",53.4164325
"14080",2002-10-01,"Mackay","Queensland","Holiday",39.3171257
"14081",2003-01-01,"Mackay","Queensland","Holiday",14.2917369
"14082",2003-04-01,"Mackay","Queensland","Holiday",60.6676492
"14083",2003-07-01,"Mackay","Queensland","Holiday",47.1023083
"14084",2003-10-01,"Mackay","Queensland","Holiday",32.1787223
"14085",2004-01-01,"Mackay","Queensland","Holiday",31.3767459
"14086",2004-04-01,"Mackay","Queensland","Holiday",94.8395076
"14087",2004-07-01,"Mackay","Queensland","Holiday",48.2007045
"14088",2004-10-01,"Mackay","Queensland","Holiday",50.6674585
"14089",2005-01-01,"Mackay","Queensland","Holiday",35.8988815
"14090",2005-04-01,"Mackay","Queensland","Holiday",45.7420581
"14091",2005-07-01,"Mackay","Queensland","Holiday",52.7455715
"14092",2005-10-01,"Mackay","Queensland","Holiday",39.6491208
"14093",2006-01-01,"Mackay","Queensland","Holiday",49.940701
"14094",2006-04-01,"Mackay","Queensland","Holiday",17.599408
"14095",2006-07-01,"Mackay","Queensland","Holiday",51.73548
"14096",2006-10-01,"Mackay","Queensland","Holiday",40.546473
"14097",2007-01-01,"Mackay","Queensland","Holiday",26.6880104
"14098",2007-04-01,"Mackay","Queensland","Holiday",73.5272601
"14099",2007-07-01,"Mackay","Queensland","Holiday",79.4600752
"14100",2007-10-01,"Mackay","Queensland","Holiday",28.7534513
"14101",2008-01-01,"Mackay","Queensland","Holiday",75.3586574
"14102",2008-04-01,"Mackay","Queensland","Holiday",96.6219771
"14103",2008-07-01,"Mackay","Queensland","Holiday",43.2878647
"14104",2008-10-01,"Mackay","Queensland","Holiday",49.8387081
"14105",2009-01-01,"Mackay","Queensland","Holiday",17.0037167
"14106",2009-04-01,"Mackay","Queensland","Holiday",37.9869882
"14107",2009-07-01,"Mackay","Queensland","Holiday",68.9551312
"14108",2009-10-01,"Mackay","Queensland","Holiday",23.1683019
"14109",2010-01-01,"Mackay","Queensland","Holiday",18.9990466
"14110",2010-04-01,"Mackay","Queensland","Holiday",37.1138474
"14111",2010-07-01,"Mackay","Queensland","Holiday",63.8741255
"14112",2010-10-01,"Mackay","Queensland","Holiday",35.3270776
"14113",2011-01-01,"Mackay","Queensland","Holiday",1.3186874
"14114",2011-04-01,"Mackay","Queensland","Holiday",51.8452547
"14115",2011-07-01,"Mackay","Queensland","Holiday",77.1261202
"14116",2011-10-01,"Mackay","Queensland","Holiday",29.7641893
"14117",2012-01-01,"Mackay","Queensland","Holiday",13.7836404
"14118",2012-04-01,"Mackay","Queensland","Holiday",75.2719285
"14119",2012-07-01,"Mackay","Queensland","Holiday",35.8501599
"14120",2012-10-01,"Mackay","Queensland","Holiday",40.0415347
"14121",2013-01-01,"Mackay","Queensland","Holiday",41.0013184
"14122",2013-04-01,"Mackay","Queensland","Holiday",49.6922931
"14123",2013-07-01,"Mackay","Queensland","Holiday",47.4898704
"14124",2013-10-01,"Mackay","Queensland","Holiday",15.3838834
"14125",2014-01-01,"Mackay","Queensland","Holiday",24.1779216
"14126",2014-04-01,"Mackay","Queensland","Holiday",45.8017229
"14127",2014-07-01,"Mackay","Queensland","Holiday",58.4736155
"14128",2014-10-01,"Mackay","Queensland","Holiday",27.3310726
"14129",2015-01-01,"Mackay","Queensland","Holiday",19.7342414
"14130",2015-04-01,"Mackay","Queensland","Holiday",42.6804919
"14131",2015-07-01,"Mackay","Queensland","Holiday",70.4874613
"14132",2015-10-01,"Mackay","Queensland","Holiday",11.2840264
"14133",2016-01-01,"Mackay","Queensland","Holiday",29.1793094
"14134",2016-04-01,"Mackay","Queensland","Holiday",33.5240038
"14135",2016-07-01,"Mackay","Queensland","Holiday",82.9731527
"14136",2016-10-01,"Mackay","Queensland","Holiday",31.3691168
"14137",1998-01-01,"Mackay","Queensland","Other",6.4279567
"14138",1998-04-01,"Mackay","Queensland","Other",3.0042405
"14139",1998-07-01,"Mackay","Queensland","Other",16.9186222
"14140",1998-10-01,"Mackay","Queensland","Other",5.763904
"14141",1999-01-01,"Mackay","Queensland","Other",1.4587533
"14142",1999-04-01,"Mackay","Queensland","Other",19.3124097
"14143",1999-07-01,"Mackay","Queensland","Other",22.0429714
"14144",1999-10-01,"Mackay","Queensland","Other",20.1340845
"14145",2000-01-01,"Mackay","Queensland","Other",0
"14146",2000-04-01,"Mackay","Queensland","Other",3.2184545
"14147",2000-07-01,"Mackay","Queensland","Other",8.4753038
"14148",2000-10-01,"Mackay","Queensland","Other",2.8293272
"14149",2001-01-01,"Mackay","Queensland","Other",2.345745
"14150",2001-04-01,"Mackay","Queensland","Other",14.6169831
"14151",2001-07-01,"Mackay","Queensland","Other",5.6531129
"14152",2001-10-01,"Mackay","Queensland","Other",11.8099296
"14153",2002-01-01,"Mackay","Queensland","Other",10.2951956
"14154",2002-04-01,"Mackay","Queensland","Other",0
"14155",2002-07-01,"Mackay","Queensland","Other",17.7814612
"14156",2002-10-01,"Mackay","Queensland","Other",6.0388253
"14157",2003-01-01,"Mackay","Queensland","Other",13.9090596
"14158",2003-04-01,"Mackay","Queensland","Other",0.592131
"14159",2003-07-01,"Mackay","Queensland","Other",3.0715458
"14160",2003-10-01,"Mackay","Queensland","Other",0
"14161",2004-01-01,"Mackay","Queensland","Other",2.1420439
"14162",2004-04-01,"Mackay","Queensland","Other",3.0031825
"14163",2004-07-01,"Mackay","Queensland","Other",13.1917637
"14164",2004-10-01,"Mackay","Queensland","Other",27.8516715
"14165",2005-01-01,"Mackay","Queensland","Other",0
"14166",2005-04-01,"Mackay","Queensland","Other",8.278127
"14167",2005-07-01,"Mackay","Queensland","Other",9.7396649
"14168",2005-10-01,"Mackay","Queensland","Other",0
"14169",2006-01-01,"Mackay","Queensland","Other",10.771465
"14170",2006-04-01,"Mackay","Queensland","Other",16.627619
"14171",2006-07-01,"Mackay","Queensland","Other",17.031771
"14172",2006-10-01,"Mackay","Queensland","Other",3.658312
"14173",2007-01-01,"Mackay","Queensland","Other",0
"14174",2007-04-01,"Mackay","Queensland","Other",4.6782808
"14175",2007-07-01,"Mackay","Queensland","Other",13.2454861
"14176",2007-10-01,"Mackay","Queensland","Other",4.8942137
"14177",2008-01-01,"Mackay","Queensland","Other",3.2996964
"14178",2008-04-01,"Mackay","Queensland","Other",9.6852404
"14179",2008-07-01,"Mackay","Queensland","Other",0
"14180",2008-10-01,"Mackay","Queensland","Other",0
"14181",2009-01-01,"Mackay","Queensland","Other",3.276055
"14182",2009-04-01,"Mackay","Queensland","Other",4.5958951
"14183",2009-07-01,"Mackay","Queensland","Other",6.2967899
"14184",2009-10-01,"Mackay","Queensland","Other",8.085932
"14185",2010-01-01,"Mackay","Queensland","Other",6.8130457
"14186",2010-04-01,"Mackay","Queensland","Other",0
"14187",2010-07-01,"Mackay","Queensland","Other",13.6257255
"14188",2010-10-01,"Mackay","Queensland","Other",2.6384819
"14189",2011-01-01,"Mackay","Queensland","Other",0
"14190",2011-04-01,"Mackay","Queensland","Other",23.9677185
"14191",2011-07-01,"Mackay","Queensland","Other",13.080715
"14192",2011-10-01,"Mackay","Queensland","Other",13.7807951
"14193",2012-01-01,"Mackay","Queensland","Other",11.5659005
"14194",2012-04-01,"Mackay","Queensland","Other",5.6007409
"14195",2012-07-01,"Mackay","Queensland","Other",11.0479938
"14196",2012-10-01,"Mackay","Queensland","Other",0
"14197",2013-01-01,"Mackay","Queensland","Other",7.2043556
"14198",2013-04-01,"Mackay","Queensland","Other",1.3961403
"14199",2013-07-01,"Mackay","Queensland","Other",11.3073712
"14200",2013-10-01,"Mackay","Queensland","Other",0
"14201",2014-01-01,"Mackay","Queensland","Other",0
"14202",2014-04-01,"Mackay","Queensland","Other",2.812962
"14203",2014-07-01,"Mackay","Queensland","Other",5.038856
"14204",2014-10-01,"Mackay","Queensland","Other",0
"14205",2015-01-01,"Mackay","Queensland","Other",0
"14206",2015-04-01,"Mackay","Queensland","Other",10.250133
"14207",2015-07-01,"Mackay","Queensland","Other",14.6232541
"14208",2015-10-01,"Mackay","Queensland","Other",2.8247661
"14209",2016-01-01,"Mackay","Queensland","Other",11.5067626
"14210",2016-04-01,"Mackay","Queensland","Other",18.9473857
"14211",2016-07-01,"Mackay","Queensland","Other",5.8983974
"14212",2016-10-01,"Mackay","Queensland","Other",22.5933214
"14213",1998-01-01,"Mackay","Queensland","Visiting",34.2732371
"14214",1998-04-01,"Mackay","Queensland","Visiting",54.5273155
"14215",1998-07-01,"Mackay","Queensland","Visiting",26.5769793
"14216",1998-10-01,"Mackay","Queensland","Visiting",53.3034261
"14217",1999-01-01,"Mackay","Queensland","Visiting",28.258849
"14218",1999-04-01,"Mackay","Queensland","Visiting",56.0445772
"14219",1999-07-01,"Mackay","Queensland","Visiting",48.9149121
"14220",1999-10-01,"Mackay","Queensland","Visiting",42.3954638
"14221",2000-01-01,"Mackay","Queensland","Visiting",36.1207805
"14222",2000-04-01,"Mackay","Queensland","Visiting",21.4913052
"14223",2000-07-01,"Mackay","Queensland","Visiting",29.5117727
"14224",2000-10-01,"Mackay","Queensland","Visiting",53.0837461
"14225",2001-01-01,"Mackay","Queensland","Visiting",52.8784344
"14226",2001-04-01,"Mackay","Queensland","Visiting",39.5630714
"14227",2001-07-01,"Mackay","Queensland","Visiting",39.7786167
"14228",2001-10-01,"Mackay","Queensland","Visiting",39.2960124
"14229",2002-01-01,"Mackay","Queensland","Visiting",67.3504136
"14230",2002-04-01,"Mackay","Queensland","Visiting",43.5129397
"14231",2002-07-01,"Mackay","Queensland","Visiting",53.2318189
"14232",2002-10-01,"Mackay","Queensland","Visiting",45.017126
"14233",2003-01-01,"Mackay","Queensland","Visiting",46.0431541
"14234",2003-04-01,"Mackay","Queensland","Visiting",73.4007579
"14235",2003-07-01,"Mackay","Queensland","Visiting",42.317746
"14236",2003-10-01,"Mackay","Queensland","Visiting",46.7603633
"14237",2004-01-01,"Mackay","Queensland","Visiting",25.8030222
"14238",2004-04-01,"Mackay","Queensland","Visiting",42.440688
"14239",2004-07-01,"Mackay","Queensland","Visiting",50.8783517
"14240",2004-10-01,"Mackay","Queensland","Visiting",56.1092571
"14241",2005-01-01,"Mackay","Queensland","Visiting",57.5746158
"14242",2005-04-01,"Mackay","Queensland","Visiting",24.028931
"14243",2005-07-01,"Mackay","Queensland","Visiting",37.0918441
"14244",2005-10-01,"Mackay","Queensland","Visiting",39.7496655
"14245",2006-01-01,"Mackay","Queensland","Visiting",34.33245
"14246",2006-04-01,"Mackay","Queensland","Visiting",64.457478
"14247",2006-07-01,"Mackay","Queensland","Visiting",68.822217
"14248",2006-10-01,"Mackay","Queensland","Visiting",57.130384
"14249",2007-01-01,"Mackay","Queensland","Visiting",42.4780752
"14250",2007-04-01,"Mackay","Queensland","Visiting",58.4426899
"14251",2007-07-01,"Mackay","Queensland","Visiting",42.9984143
"14252",2007-10-01,"Mackay","Queensland","Visiting",64.2114394
"14253",2008-01-01,"Mackay","Queensland","Visiting",36.4066077
"14254",2008-04-01,"Mackay","Queensland","Visiting",34.1288877
"14255",2008-07-01,"Mackay","Queensland","Visiting",65.4571358
"14256",2008-10-01,"Mackay","Queensland","Visiting",52.3344055
"14257",2009-01-01,"Mackay","Queensland","Visiting",34.9140032
"14258",2009-04-01,"Mackay","Queensland","Visiting",34.2863325
"14259",2009-07-01,"Mackay","Queensland","Visiting",36.2044283
"14260",2009-10-01,"Mackay","Queensland","Visiting",15.4928792
"14261",2010-01-01,"Mackay","Queensland","Visiting",40.4277092
"14262",2010-04-01,"Mackay","Queensland","Visiting",57.4095394
"14263",2010-07-01,"Mackay","Queensland","Visiting",60.9726066
"14264",2010-10-01,"Mackay","Queensland","Visiting",35.2210755
"14265",2011-01-01,"Mackay","Queensland","Visiting",16.7259813
"14266",2011-04-01,"Mackay","Queensland","Visiting",59.1520317
"14267",2011-07-01,"Mackay","Queensland","Visiting",63.1222004
"14268",2011-10-01,"Mackay","Queensland","Visiting",64.4249623
"14269",2012-01-01,"Mackay","Queensland","Visiting",52.6447968
"14270",2012-04-01,"Mackay","Queensland","Visiting",73.6019627
"14271",2012-07-01,"Mackay","Queensland","Visiting",39.964312
"14272",2012-10-01,"Mackay","Queensland","Visiting",84.9682586
"14273",2013-01-01,"Mackay","Queensland","Visiting",42.018993
"14274",2013-04-01,"Mackay","Queensland","Visiting",56.6353139
"14275",2013-07-01,"Mackay","Queensland","Visiting",38.9993203
"14276",2013-10-01,"Mackay","Queensland","Visiting",48.0807815
"14277",2014-01-01,"Mackay","Queensland","Visiting",56.0829349
"14278",2014-04-01,"Mackay","Queensland","Visiting",37.332984
"14279",2014-07-01,"Mackay","Queensland","Visiting",49.896314
"14280",2014-10-01,"Mackay","Queensland","Visiting",41.7927167
"14281",2015-01-01,"Mackay","Queensland","Visiting",21.9395403
"14282",2015-04-01,"Mackay","Queensland","Visiting",50.7602857
"14283",2015-07-01,"Mackay","Queensland","Visiting",57.3847692
"14284",2015-10-01,"Mackay","Queensland","Visiting",36.9361342
"14285",2016-01-01,"Mackay","Queensland","Visiting",27.424731
"14286",2016-04-01,"Mackay","Queensland","Visiting",49.6523123
"14287",2016-07-01,"Mackay","Queensland","Visiting",43.5801322
"14288",2016-10-01,"Mackay","Queensland","Visiting",71.5660704
"14289",1998-01-01,"Mallee","Victoria","Business",34.810593
"14290",1998-04-01,"Mallee","Victoria","Business",11.7847698
"14291",1998-07-01,"Mallee","Victoria","Business",41.880434
"14292",1998-10-01,"Mallee","Victoria","Business",18.0246312
"14293",1999-01-01,"Mallee","Victoria","Business",32.1491061
"14294",1999-04-01,"Mallee","Victoria","Business",41.0893923
"14295",1999-07-01,"Mallee","Victoria","Business",39.2666548
"14296",1999-10-01,"Mallee","Victoria","Business",38.1595987
"14297",2000-01-01,"Mallee","Victoria","Business",23.6738555
"14298",2000-04-01,"Mallee","Victoria","Business",34.6019906
"14299",2000-07-01,"Mallee","Victoria","Business",61.9586701
"14300",2000-10-01,"Mallee","Victoria","Business",39.7603238
"14301",2001-01-01,"Mallee","Victoria","Business",3.7414939
"14302",2001-04-01,"Mallee","Victoria","Business",29.1260921
"14303",2001-07-01,"Mallee","Victoria","Business",44.1258093
"14304",2001-10-01,"Mallee","Victoria","Business",33.6377803
"14305",2002-01-01,"Mallee","Victoria","Business",25.4151921
"14306",2002-04-01,"Mallee","Victoria","Business",19.5021759
"14307",2002-07-01,"Mallee","Victoria","Business",79.9877526
"14308",2002-10-01,"Mallee","Victoria","Business",32.7713054
"14309",2003-01-01,"Mallee","Victoria","Business",25.999881
"14310",2003-04-01,"Mallee","Victoria","Business",41.6930352
"14311",2003-07-01,"Mallee","Victoria","Business",25.0634683
"14312",2003-10-01,"Mallee","Victoria","Business",19.8926627
"14313",2004-01-01,"Mallee","Victoria","Business",39.5916312
"14314",2004-04-01,"Mallee","Victoria","Business",37.6566716
"14315",2004-07-01,"Mallee","Victoria","Business",29.4719586
"14316",2004-10-01,"Mallee","Victoria","Business",38.7692931
"14317",2005-01-01,"Mallee","Victoria","Business",15.1638356
"14318",2005-04-01,"Mallee","Victoria","Business",31.0620742
"14319",2005-07-01,"Mallee","Victoria","Business",39.3138896
"14320",2005-10-01,"Mallee","Victoria","Business",18.4123697
"14321",2006-01-01,"Mallee","Victoria","Business",6.142043
"14322",2006-04-01,"Mallee","Victoria","Business",25.700775
"14323",2006-07-01,"Mallee","Victoria","Business",51.560375
"14324",2006-10-01,"Mallee","Victoria","Business",19.728493
"14325",2007-01-01,"Mallee","Victoria","Business",13.1937269
"14326",2007-04-01,"Mallee","Victoria","Business",24.9639827
"14327",2007-07-01,"Mallee","Victoria","Business",43.4948213
"14328",2007-10-01,"Mallee","Victoria","Business",24.48753
